,A,B,Ratio
0, Accounting and Finance  ,Accounting,100
1, Accounting and Finance  ,Finance,100
2, Architectural Design for the Conservation of Built Heritage,Design,100
3, Bachelor of Veterinary Biology / Doctor of Veterinary Medicine,Biology,100
4, Bachelor of Veterinary Biology / Doctor of Veterinary Medicine,Medicine,100
5, International Hospitality and Tourism Management,Management,100
6, MA Global Journalism,Global,100
7, MA Global Journalism,Journalism,100
8, MA Intercultural Communication and Education,Education,100
9, MA Music W3K707,Music,100
10, Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
11, Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
12, Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
13, MSc Electronic and Electrical Engineering H1K909,Electrical,100
14, MSc Electronic and Electrical Engineering H1K909,Engineering ,100
15, MSc Global Marketing Management,Global,100
16, MSc Global Marketing Management,Management,100
17, MSc Global Marketing Management,Marketing,100
18, Msc Management,Management,100
19, MSc Advanced Computer Science,Science,100
20, MSc Business Finance and Economics,Business,100
21, MSc Business Finance and Economics,Economics,100
22, MSc Business Finance and Economics,Finance,100
23, MSc Creative and Cultural Industries Management,Management,100
24, MSc Data Analytics,Analytics,100
25, MSc Data Analytics,Data,100
26, MSc Finance & Accounting,Accounting,100
27, MSc Finance & Accounting,Finance,100
28, MSc Finance and Accounting,Accounting,100
29, MSc Finance and Accounting,Finance,100
30, MSc Global Marketing Management,Global,100
31, MSc Global Marketing Management,Management,100
32, MSc Global Marketing Management,Marketing,100
33, MSc Human Resource Management,Management,100
34, MSc Human Resource Management with CIPD Pathway,Management,100
35, MSc International Management,Management,100
36, MSc International Management and Marketing,Management,100
37, MSc International Management and Marketing,Marketing,100
38, MSc Logistics and Supply Chain Management,Management,100
39, MSc Management,Management,100
40, MSc Management (International Business),Business,100
41, MSc Management (International Business),Management,100
42, MSc Marketing Management Practice,Management,100
43, MSc Marketing Management Practice,Marketing,100
44,MSc (Eng) Environmental and Energy Engineering,Engineering ,100
45,MSc Creative and Cultural Industries Management,Management,100
46,MSc Finance and Accounting,Accounting,100
47,MSc Finance and Accounting,Finance,100
48,MSc Global Marketing Management,Global,100
49,MSc Global Marketing Management,Management,100
50,MSc Global Marketing Management,Marketing,100
51,MSc Human Resource Management,Management,100
52,MSc International Management,Management,100
53,MSc International Management and Marketing,Management,100
54,MSc International Management and Marketing,Marketing,100
55,MSc Management (International Business),Business,100
56,MSc Management (International Business),Management,100
57,MSc Marketing Management Practice,Management,100
58,MSc Marketing Management Practice,Marketing,100
59,(BEng) Sustainable Engineering,Engineering ,100
60,(Hons) Sociology & International Relations,Sociology,100
61,(MPharm) Pharmacy,Pharmacy,100
62, Bachelor of Commerce (Accounting),Accounting,100
63,1 Term of IEP + PMP + Master of Global Management,Global,100
64,1 Term of IEP + PMP + Master of Global Management,Management,100
65,2D Animation & Digital Art,Digital,100
66,5G Advanced Communications,Communications,100
67,Accountancy and Business Management,Business,100
68,Accountancy and Business Management,Management,100
69,Accountancy and Finance,Finance,100
70,Accounting,Accounting,100
71,Accounting  and Finance,Accounting,100
72,Accounting  and Finance,Finance,100
73,Accounting & Finance,Accounting,100
74,Accounting & Finance,Finance,100
75,Accounting & Finance ,Accounting,100
76,Accounting & Finance ,Finance,100
77,Accounting & Finance (Industry),Accounting,100
78,Accounting & Finance (Industry),Finance,100
79,Accounting & Management,Accounting,100
80,Accounting & Management,Management,100
81,Accounting and Business Management,Accounting,100
82,Accounting and Business Management,Business,100
83,Accounting and Business Management,Management,100
84,Accounting and Finance,Accounting,100
85,Accounting and Finance,Finance,100
86,Accounting and Finance (with a professional placement year),Accounting,100
87,Accounting and Finance (with a professional placement year),Finance,100
88,Accounting and Finance BSc,Accounting,100
89,Accounting and Finance BSc,Finance,100
90,Accounting and Finance ,Accounting,100
91,Accounting and Finance ,Finance,100
92,Accounting and Financial Management,Accounting,100
93,Accounting and Financial Management,Management,100
94,Accounting and International Business,Accounting,100
95,Accounting and International Business,Business,100
96,"Accounting, BBA (designated as pre-business)",Accounting,100
97,"Accounting, BBA (designated as pre-business)",Business,100
98,"Accounting, Finance and International Business",Accounting,100
99,"Accounting, Finance and International Business",Business,100
100,"Accounting, Finance and International Business",Finance,100
101,Actuarial Science,Science,100
102,Actuarial Science - BS (CHS),Science,100
103,Advanced Computer Science,Science,100
104,Advanced Computer Science with Big Data,Data,100
105,Advanced Computer Science with Big Data,Science,100
106,Advanced Electrical Power and Energy Systems,Electrical,100
107,Advanced Electrical Power and Energy Systems,Systems,100
108,Advanced Electrical Power and Energy Systems ,Electrical,100
109,Advanced Electrical Power and Energy Systems ,Systems,100
110,Advanced Mechanical Engineering,Engineering ,100
111,Advanced Mechanical Engineering,Mechanical,100
112,Advanced Mechanical Engineering with Aerospace,Aerospace,100
113,Advanced Mechanical Engineering with Aerospace,Engineering ,100
114,Advanced Mechanical Engineering with Aerospace,Mechanical,100
115,Advanced Mechanical Engineering with Power Plant Technologies,Engineering ,100
116,Advanced Mechanical Engineering with Power Plant Technologies,Mechanical,100
117,Advanced Pharmaceutical Manufacturing,Manufacturing,100
118,Advanced Structural Engineering ,Engineering ,100
119,Advertising and Marketing Communications,Communications,100
120,Advertising and Marketing Communications,Marketing,100
121,"Advertising, Social Media & Public Relations B.A.",Media,100
122,Aero-Mechanical Engineering,Engineering ,100
123,Aero-Mechanical Engineering,Mechanical,100
124,Aeronautical and Aerospace Engineering ,Aerospace,100
125,Aeronautical and Aerospace Engineering ,Engineering ,100
126,Aeronautical Engineering,Engineering ,100
127,Aerospace,Aerospace,100
128,Aerospace Engineering,Aerospace,100
129,Aerospace Engineering,Engineering ,100
130,Aerospace Engineering with Private Pilot Instruction,Aerospace,100
131,Aerospace Engineering with Private Pilot Instruction,Engineering ,100
132,Animal Science ,Science,100
133,Anthropology,Anthropology,100
134,Anthropology (College of Arts & Sciences),Anthropology,100
135,Anthropology and International Development,Anthropology,100
136,Anthropology of Development and Social Transformation,Anthropology,100
137,Anthropology ,Anthropology,100
138,"Anthropology, BA",Anthropology,100
139,"Anthropology, BS",Anthropology,100
140,Apparel Design & Product Development,Design,100
141,"Apparel Design & Product Development, BA",Design,100
142,"Apparel Design & Product Development, BSFCS",Design,100
143,Applied Biochemistry-Pharmacy Emphasis,Biochemistry,100
144,Applied Biochemistry-Pharmacy Emphasis,Pharmacy,100
145,Applied Chemistry,Chemistry,100
146,Applied Economics,Economics,100
147,Applied Global Marketing,Global,100
148,Applied Global Marketing,Marketing,100
149,Applied Mathematics - MS,Mathematics,100
150,"Applied Mathematics, BS",Mathematics,100
151,"Applied Music, BM",Music,100
152,Applied Physics,Physics,100
153,Applied Statistics - MS,Statistics,100
154,Applied Statistics in Health Sciences,Statistics,100
155,Archaeology ,Archaeology,100
156,Architectural Design,Design,100
157,Architectural Design & Technology,Design,100
158,Architectural Design & Technology,Technology,100
159,Architectural Design & Technology - BS,Design,100
160,Architectural Design & Technology - BS,Technology,100
161,"Architectural Design, International",Design,100
162,Architectural Engineering,Engineering ,100
163,Architectural Science,Science,100
164,Architecture,Architecture,100
165,Architecture ,Architecture,100
166,Architecture - M Arch,Architecture,100
167,Architecture at UCL,Architecture,100
168,Architecture ,Architecture,100
169,Architecture/Architecture (International) (RIBA Part 1),Architecture,100
170,Art & Design,Design,100
171,Art and Design,Design,100
172,Art and Design ,Design,100
173,Art Education,Education,100
174,Art History,History,100
175,Art History (College of Arts & Sciences),History,100
176,"Art History, BA",History,100
177,"Art, Media, and Design - BA, BFA",Design,100
178,"Art, Media, and Design - BA, BFA",Media,100
179,Artificial Intelligence,Intelligence,100
180,Artificial Intelligence and Adaptive Systems,Intelligence,100
181,Artificial Intelligence and Adaptive Systems,Systems,100
182,Artificial Intelligence and Computer Science,Intelligence,100
183,Artificial Intelligence and Computer Science,Science,100
184,Arts (Psychology),Psychology,100
185,Arts Management,Management,100
186,"Asian Studies, BA",Asian Studies,100
187,Astrophysics ,Astrophysics,100
188,"Astrophysics, BS",Astrophysics,100
189,Automotive and Motorsport Engineering,Engineering ,100
190,Automotive Engineering,Engineering ,100
191,"Aviation Administration, BSAvSc",Administration,100
192,Aviation Engineering,Engineering ,100
193,Aviation Management,Management,100
194,Aviation Management B.S.,Management,100
195,Aviation Operations B.S.,Operations,100
196,B BUSINESS (HR MGMT),Business,100
197,B BUSINESS (INTERNAT BUS),Business,100
198,B BUSINESS (MANAGEMENT),Business,100
199,B BUSINESS (MANAGEMENT),Management,100
200,B CLINICAL SCI/D MEDICINE,Medicine,100
201,B COMPUTER SCIENCE,Science,100
202,B DESIGN AND TECH INNOVATION,Design,100
203,B DESIGN AND TECH INNOVATION,Innovation,100
204,B ED (EARLY CHILDHOOD)/B ARTS,Childhood,100
205,B ED (SEC)/B SCIENCE,Science,100
206,B ENGINEERING SCIENCE,Engineering ,100
207,B ENGINEERING SCIENCE,Science,100
208,B EXERCISE SCIENCE,Science,100
209,B INFORMATION TECHNOLOGY,Information,100
210,B INFORMATION TECHNOLOGY,Technology,100
211,B MEDIA ARTS,Media,100
212,B NURSING (PRE-REG),Nursing,100
213,B SPEECH PATHOLOGY,Speech,100
214,B SPEECH PATHOLOGY,Pathology,100
215,B.S. Nursing,Nursing,100
216,BA  (Hons) Business Management,Business,100
217,BA  (Hons) Business Management,Management,100
218,BA  Design,Design,100
219,BA  English Language and Linguistics,English,100
220,BA  English Language and Linguistics,Linguistics ,100
221,BA  Global Business Manangement,Business,100
222,BA  Global Business Manangement,Global,100
223,BA  History,History,100
224,"BA  History, Politics and International Relations",History,100
225,"BA  History, Politics and International Relations",Politics,100
226,BA  Landscape Architecture,Architecture,100
227,BA  Media & Cultural Studies,Media,100
228,BA (Hons  Global Business Management,Business,100
229,BA (Hons  Global Business Management,Global,100
230,BA (Hons  Global Business Management,Management,100
231,BA (Hons Business Management,Business,100
232,BA (Hons Business Management,Management,100
233,BA (Hons)    Business and Management (with Professional Practice),Business,100
234,BA (Hons)    Business and Management (with Professional Practice),Management,100
235,BA (Hons)   Global Business Management,Business,100
236,BA (Hons)   Global Business Management,Global,100
237,BA (Hons)   Global Business Management,Management,100
238,BA (Hons)  Accountancy and Finance,Finance,100
239,BA (Hons)  Accounting and Business Management,Accounting,100
240,BA (Hons)  Accounting and Business Management,Business,100
241,BA (Hons)  Accounting and Business Management,Management,100
242,BA (Hons)  Accounting and Finance,Accounting,100
243,BA (Hons)  Accounting and Finance,Finance,100
244,BA (Hons)  Architecture,Architecture,100
245,BA (Hons)  Business and Human Resource Management,Business,100
246,BA (Hons)  Business and Human Resource Management,Management,100
247,BA (Hons)  Business and Management,Business,100
248,BA (Hons)  Business and Management,Management,100
249,BA (Hons)  Business and Management (with Professional Practice),Business,100
250,BA (Hons)  Business and Management (with Professional Practice),Management,100
251,BA (Hons)  Business Management,Business,100
252,BA (Hons)  Business Management,Management,100
253,BA (Hons)  Business Management and Computer Science,Business,100
254,BA (Hons)  Business Management and Computer Science,Management,100
255,BA (Hons)  Business Management and Computer Science,Science,100
256,BA (Hons)  Business Management and Marketing,Business,100
257,BA (Hons)  Business Management and Marketing,Management,100
258,BA (Hons)  Business Management and Marketing,Marketing,100
259,BA (Hons)  Business Management with Marketing,Business,100
260,BA (Hons)  Business Management with Marketing,Management,100
261,BA (Hons)  Business Management with Marketing,Marketing,100
262,BA (Hons)  Business Studies (with Professional Practice),Business,100
263,BA (Hons)  Business with International Business Management,Business,100
264,BA (Hons)  Business with International Business Management,Management,100
265,BA (Hons)  Digital Media Culture and Technology,Culture,100
266,BA (Hons)  Digital Media Culture and Technology,Digital,100
267,BA (Hons)  Digital Media Culture and Technology,Media,100
268,BA (Hons)  Digital Media Culture and Technology,Technology,100
269,BA (Hons)  Economics,Economics,100
270,BA (Hons)  English and Creative Writing,English,100
271,BA (Hons)  Global Business Management,Business,100
272,BA (Hons)  Global Business Management,Global,100
273,BA (Hons)  Global Business Management,Management,100
274,BA (Hons)  International Business,Business,100
275,BA (Hons)  international Business Management,Business,100
276,BA (Hons)  international Business Management,Management,100
277,BA (Hons)  International Fashion Management & Marketing,Management,100
278,BA (Hons)  International Fashion Management & Marketing,Marketing,100
279,BA (Hons)  International Finance and Accounting,Accounting,100
280,BA (Hons)  International Finance and Accounting,Finance,100
281,BA (Hons)  International Hospitality and Tourism Management,Management,100
282,BA (Hons)  Landscape Architecture,Architecture,100
283,BA (Hons)  Law & Politics & International Relations,Law,100
284,BA (Hons)  Law & Politics & International Relations,Politics,100
285,BA (Hons)  Law and Business,Business,100
286,BA (Hons)  Law and Business,Law,100
287,BA (Hons)  Law with International Relations,Law,100
288,BA (Hons)  Marketing,Marketing,100
289,BA (Hons)  Media and Communications,Communications,100
290,BA (Hons)  Media and Communications,Media,100
291,BA (Hons)  Media Studies,Media,100
292,BA (Hons)  Modern Languages with Translation Studies,Languages,100
293,BA (Hons)  Modern Languages with Translation Studies,Translation,100
294,BA (Hons)  Politics,Politics,100
295,BA (Hons) / BSc (Hons) Economics,Economics,100
296,BA (Hons) / BSc (Hons) Landscape Architecture,Architecture,100
297,BA (Hons) Accountancy and Finance,Finance,100
298,BA (Hons) Accounting,Accounting,100
299,BA (Hons) Accounting & Financial Management,Accounting,100
300,BA (Hons) Accounting & Financial Management,Management,100
301,BA (Hons) Accounting & Financial Management and Economics,Accounting,100
302,BA (Hons) Accounting & Financial Management and Economics,Economics,100
303,BA (Hons) Accounting & Financial Management and Economics,Management,100
304,BA (Hons) Accounting and Business Management,Accounting,100
305,BA (Hons) Accounting and Business Management,Business,100
306,BA (Hons) Accounting and Business Management,Management,100
307,BA (Hons) Accounting and Finance,Accounting,100
308,BA (Hons) Accounting and Finance,Finance,100
309,BA (Hons) Accounting and Financial Management,Accounting,100
310,BA (Hons) Accounting and Financial Management,Management,100
311,BA (Hons) Accounting and International Business,Accounting,100
312,BA (Hons) Accounting and International Business,Business,100
313,BA (Hons) Accounting and Management,Accounting,100
314,BA (Hons) Accounting and Management,Management,100
315,"BA (Hons) Accounting, Finance and International Business",Accounting,100
316,"BA (Hons) Accounting, Finance and International Business",Business,100
317,"BA (Hons) Accounting, Finance and International Business",Finance,100
318,BA (Hons) Advertising and Marketing,Marketing,100
319,BA (Hons) Advertising and Marketing Communications,Communications,100
320,BA (Hons) Advertising and Marketing Communications,Marketing,100
321,BA (Hons) Aeronautical and Aerospace Engineering,Aerospace,100
322,BA (Hons) Aeronautical and Aerospace Engineering,Engineering ,100
323,BA (Hons) Ancient History,History,100
324,BA (Hons) Anthropology,Anthropology,100
325,BA (Hons) Anthropology and International Development,Anthropology,100
326,BA (Hons) Archaeology,Archaeology,100
327,BA (Hons) Architectural Technology,Technology,100
328,BA (Hons) Architecture,Architecture,100
329,BA (Hons) Architecture ,Architecture,100
330,BA (Hons) Architecture and Landsacpe,Architecture,100
331,BA (Hons) Architecture and Landscape,Architecture,100
332,BA (Hons) Architecture/Architecture (International) (RIBA Part 1),Architecture,100
333,BA (Hons) Architecture,Architecture,100
334,BA (Hons) Art History,History,100
335,BA (Hons) Art History (with a professional placement year),History,100
336,BA (Hons) BA (Hons) Business and Management,Business,100
337,BA (Hons) BA (Hons) Business and Management,Management,100
338,BA (Hons) BA Digital Media Culture and Technology,Culture,100
339,BA (Hons) BA Digital Media Culture and Technology,Digital,100
340,BA (Hons) BA Digital Media Culture and Technology,Media,100
341,BA (Hons) BA Digital Media Culture and Technology,Technology,100
342,"BA (Hons) BA Film, Television and Digital Production",Digital,100
343,BA (Hons) BA Politics and International Relations,Politics,100
344,BA (Hons) Business Analysis & Technology,Business,100
345,BA (Hons) Business Analysis & Technology,Technology,100
346,BA (Hons) Business and Finance,Business,100
347,BA (Hons) Business and Finance,Finance,100
348,BA (Hons) Business and Human Resource Management,Business,100
349,BA (Hons) Business and Human Resource Management,Management,100
350,BA (Hons) Business and Management,Business,100
351,BA (Hons) Business and Management,Management,100
352,BA (Hons) Business and Management ,Business,100
353,BA (Hons) Business and Management ,Management,100
354,BA (Hons) Business and Management (with Professional  Practice),Business,100
355,BA (Hons) Business and Management (with Professional  Practice),Management,100
356,BA (Hons) Business and Management (with Professional Practice),Business,100
357,BA (Hons) Business and Management (with Professional Practice),Management,100
358,BA (Hons) Business and Marketing,Business,100
359,BA (Hons) Business and Marketing,Marketing,100
360,BA (Hons) Business and Marketing (with Professional Practice),Business,100
361,BA (Hons) Business and Marketing (with Professional Practice),Marketing,100
362,BA (Hons) Business and Public Relations,Business,100
363,BA (Hons) Business Data Analytics,Analytics,100
364,BA (Hons) Business Data Analytics,Business,100
365,BA (Hons) Business Data Analytics,Data,100
366,BA (Hons) Business Economics,Business,100
367,BA (Hons) Business Economics,Economics,100
368,BA (Hons) Business Enterprise,Business,100
369,BA (Hons) Business Law & Business Analysis & Technology,Business,100
370,BA (Hons) Business Law & Business Analysis & Technology,Law,100
371,BA (Hons) Business Law & Business Analysis & Technology,Technology,100
372,BA (Hons) Business Law & Business Enterprise,Business,100
373,BA (Hons) Business Law & Business Enterprise,Law,100
374,BA (Hons) Business Law & Hospitality & Tourism Management,Business,100
375,BA (Hons) Business Law & Hospitality & Tourism Management,Law,100
376,BA (Hons) Business Law & Hospitality & Tourism Management,Management,100
377,BA (Hons) Business Law & Human Resource Management,Business,100
378,BA (Hons) Business Law & Human Resource Management,Law,100
379,BA (Hons) Business Law & Human Resource Management,Management,100
380,BA (Hons) Business Law & Marketing,Business,100
381,BA (Hons) Business Law & Marketing,Law,100
382,BA (Hons) Business Law & Marketing,Marketing,100
383,BA (Hons) Business Management,Business,100
384,BA (Hons) Business Management,Management,100
385,BA (Hons) Business Management ,Business,100
386,BA (Hons) Business Management ,Management,100
387,BA (Hons) Business Management & Marketing,Business,100
388,BA (Hons) Business Management & Marketing,Management,100
389,BA (Hons) Business Management & Marketing,Marketing,100
390,BA (Hons) Business Management and Accounting,Accounting,100
391,BA (Hons) Business Management and Accounting,Business,100
392,BA (Hons) Business Management and Accounting,Management,100
393,BA (Hons) Business Management and Computer Science,Business,100
394,BA (Hons) Business Management and Computer Science,Management,100
395,BA (Hons) Business Management and Computer Science,Science,100
396,BA (Hons) Business Management and Economics,Business,100
397,BA (Hons) Business Management and Economics,Economics,100
398,BA (Hons) Business Management and Economics,Management,100
399,BA (Hons) Business Management and Finance,Business,100
400,BA (Hons) Business Management and Finance,Finance,100
401,BA (Hons) Business Management and Finance,Management,100
402,BA (Hons) Business Management and French,Business,100
403,BA (Hons) Business Management and French,Management,100
404,BA (Hons) Business Management and French,French,100
405,BA (Hons) Business Management and International Relations,Business,100
406,BA (Hons) Business Management and International Relations,Management,100
407,BA (Hons) Business Management and Japanese Studies,Business,100
408,BA (Hons) Business Management and Japanese Studies,Japanese,100
409,BA (Hons) Business Management and Japanese Studies,Management,100
410,BA (Hons) Business Management and Leadership,Business,100
411,BA (Hons) Business Management and Leadership,Management,100
412,BA (Hons) Business Management and Leadership ,Business,100
413,BA (Hons) Business Management and Leadership ,Management,100
414,BA (Hons) Business Management and Marketing,Business,100
415,BA (Hons) Business Management and Marketing,Management,100
416,BA (Hons) Business Management and Marketing,Marketing,100
417,BA (Hons) Business Management and the Human Resource,Business,100
418,BA (Hons) Business Management and the Human Resource,Management,100
419,BA (Hons) Business Management with Analytics,Analytics,100
420,BA (Hons) Business Management with Analytics,Business,100
421,BA (Hons) Business Management with Analytics,Management,100
422,BA (Hons) Business Management with Business Experience,Business,100
423,BA (Hons) Business Management with Business Experience,Management,100
424,BA (Hons) Business Management with Finance,Business,100
425,BA (Hons) Business Management with Finance,Finance,100
426,BA (Hons) Business Management with Finance,Management,100
427,BA (Hons) Business Management with Marketing,Business,100
428,BA (Hons) Business Management with Marketing,Management,100
429,BA (Hons) Business Management with Marketing,Marketing,100
430,BA (Hons) Business Mangement,Business,100
431,BA (Hons) Business Studies,Business,100
432,BA (Hons) Business Studies (with Professional Practice),Business,100
433,BA (Hons) Business Studies with Environmental Management,Business,100
434,BA (Hons) Business Studies with Environmental Management,Management,100
435,BA (Hons) Business with English,Business,100
436,BA (Hons) Business with English,English,100
437,BA (Hons) Business with Finance,Business,100
438,BA (Hons) Business with Finance,Finance,100
439,BA (Hons) Business with Financial Services,Business,100
440,BA (Hons) Business with International Business  Management,Business,100
441,BA (Hons) Business with International Business  Management,Management,100
442,BA (Hons) Business with International Business Management,Business,100
443,BA (Hons) Business with International Business Management,Management,100
444,BA (Hons) Business with Marketing,Business,100
445,BA (Hons) Business with Marketing,Marketing,100
446,BA (Hons) Childhood and Youth: Theory and Practice,Childhood,100
447,BA (Hons) Childhood Studies,Childhood,100
448,BA (Hons) Chinese Studies,Chinese,100
449,BA (Hons) Chinese Studies with Japanese,Chinese,100
450,BA (Hons) Chinese Studies with Japanese,Japanese,100
451,BA (Hons) Classical & Historical Archaeology,Archaeology,100
452,BA (Hons) Comparative Literature and Cultures with History of Arts and Visual Culture,Culture,100
453,BA (Hons) Comparative Literature and Cultures with History of Arts and Visual Culture,History,100
454,BA (Hons) Comparative Literature and Cultures with History of Arts and Visual Culture,Literature,100
455,BA (Hons) Computer Games Design,Design,100
456,BA (Hons) Computer Science,Science,100
457,BA (Hons) Creative Media and Production,Media,100
458,BA (Hons) Creative Writing in Contemporary Culture,Culture,100
459,BA (Hons) Criminal Justice,Justice,100
460,BA (Hons) Criminal Justice and Criminology,Criminology,100
461,BA (Hons) Criminal Justice and Criminology,Justice,100
462,BA (Hons) Criminology,Criminology,100
463,BA (Hons) Criminology & Psychology,Criminology,100
464,BA (Hons) Criminology & Psychology,Psychology,100
465,BA (Hons) Criminology and Psychology,Criminology,100
466,BA (Hons) Criminology and Psychology,Psychology,100
467,BA (Hons) Criminology and Social Policy,Criminology,100
468,BA (Hons) Criminology and Sociology,Criminology,100
469,BA (Hons) Criminology and Sociology,Sociology,100
470,BA (Hons) Digital Media & Society,Digital,100
471,BA (Hons) Digital Media & Society,Media,100
472,BA (Hons) Digital Media & Society   ,Digital,100
473,BA (Hons) Digital Media & Society   ,Media,100
474,BA (Hons) Digital Media and Society,Digital,100
475,BA (Hons) Digital Media and Society,Media,100
476,BA (Hons) Digital Media Arts,Digital,100
477,BA (Hons) Digital Media Arts,Media,100
478,BA (Hons) Digital Media Culture and Technology,Culture,100
479,BA (Hons) Digital Media Culture and Technology,Digital,100
480,BA (Hons) Digital Media Culture and Technology,Media,100
481,BA (Hons) Digital Media Culture and Technology,Technology,100
482,BA (Hons) Drama with Philosophy,Philosophy,100
483,BA (Hons) Early Childhood and Education,Childhood,100
484,BA (Hons) Early Childhood and Education,Education,100
485,BA (Hons) East Asian Studies,Asian Studies,100
486,BA (Hons) Economics,Economics,100
487,BA (Hons) Economics ,Economics,100
488,BA (Hons) Economics & Business Analysis & Technology,Business,100
489,BA (Hons) Economics & Business Analysis & Technology,Economics,100
490,BA (Hons) Economics & Business Analysis & Technology,Technology,100
491,BA (Hons) Economics & Finance,Economics,100
492,BA (Hons) Economics & Finance,Finance,100
493,BA (Hons) Economics & Human Resource Management,Economics,100
494,BA (Hons) Economics & Human Resource Management,Management,100
495,BA (Hons) Economics & Management,Economics,100
496,BA (Hons) Economics & Management,Management,100
497,BA (Hons) Economics and Geography,Economics,100
498,BA (Hons) Economics and Geography,Geography,100
499,BA (Hons) Economics and International Development,Economics,100
500,BA (Hons) Economics and International Relations,Economics,100
501,BA (Hons) Economics and Mathematics,Economics,100
502,BA (Hons) Economics and Mathematics,Mathematics,100
503,BA (Hons) Economics and Philosophy,Economics,100
504,BA (Hons) Economics and Philosophy,Philosophy,100
505,BA (Hons) Economics and Politics,Economics,100
506,BA (Hons) Economics and Politics,Politics,100
507,BA (Hons) Education,Education,100
508,BA (Hons) Education & Psychology,Education,100
509,BA (Hons) Education & Psychology,Psychology,100
510,BA (Hons) Education and Law,Education,100
511,BA (Hons) Education and Law,Law,100
512,BA (Hons) Education and TESOL,Education,100
513,BA (Hons) Education Studies,Education,100
514,BA (Hons) Education Studies - Geography,Education,100
515,BA (Hons) Education Studies - Geography,Geography,100
516,BA (Hons) Education Studies - Philosophy / Sociology / Theology and Religion,Education,100
517,BA (Hons) Education Studies - Philosophy / Sociology / Theology and Religion,Philosophy,100
518,BA (Hons) Education Studies - Philosophy / Sociology / Theology and Religion,Religion,100
519,BA (Hons) Education Studies - Philosophy / Sociology / Theology and Religion,Sociology,100
520,BA (Hons) Education Studies - Philosophy / Sociology / Theology and Religion,Theology,100
521,BA (Hons) Education Studies - Psychology,Education,100
522,BA (Hons) Education Studies - Psychology,Psychology,100
523,BA (Hons) Education Studies - Sociology,Education,100
524,BA (Hons) Education Studies - Sociology,Sociology,100
525,"BA (Hons) Education, Culture & Childhood",Childhood,100
526,"BA (Hons) Education, Culture & Childhood",Culture,100
527,"BA (Hons) Education, Culture & Childhood",Education,100
528,"BA (Hons) Education, Culture and Childhood",Childhood,100
529,"BA (Hons) Education, Culture and Childhood",Culture,100
530,"BA (Hons) Education, Culture and Childhood",Education,100
531,BA (Hons) English,English,100
532,BA (Hons) English and American Literature,English,100
533,BA (Hons) English and American Literature,Literature,100
534,BA (Hons) English and Creative Writing,English,100
535,BA (Hons) English and Drama,English,100
536,BA (Hons) English Language and Linguistics,English,100
537,BA (Hons) English Language and Linguistics,Linguistics ,100
538,BA (Hons) English Language and Literature,English,100
539,BA (Hons) English Language and Literature,Literature,100
540,BA (Hons) English Literature,English,100
541,BA (Hons) English Literature,Literature,100
542,BA (Hons) English Literature with Creative Writing,English,100
543,BA (Hons) English Literature with Creative Writing,Literature,100
544,BA (Hons) English Literature with Film Studies,English,100
545,BA (Hons) English Literature with Film Studies,Literature,100
546,BA (Hons) English Literature with Politics,English,100
547,BA (Hons) English Literature with Politics,Literature,100
548,BA (Hons) English Literature with Politics,Politics,100
549,BA (Hons) English with Creative Writing,English,100
550,BA (Hons) European and International Studies (German),German,100
551,BA (Hons) Events Management,Management,100
552,BA (Hons) Fashion and Textile Buying Management,Management,100
553,BA (Hons) Fashion Brand Marketing,Marketing,100
554,BA (Hons) Fashion Design,Design,100
555,BA (Hons) Fashion Marketing,Marketing,100
556,BA (Hons) Film and Video Production Technology,Technology,100
557,BA (Hons) Film Studies and Media,Media,100
558,BA (Hons) Film Studies with Philosophy,Philosophy,100
559,"BA (Hons) Film, Television and Digital Production",Digital,100
560,BA (Hons) Finance,Finance,100
561,BA (Hons) Finance & Business Law,Business,100
562,BA (Hons) Finance & Business Law,Finance,100
563,BA (Hons) Finance & Business Law,Law,100
564,BA (Hons) Finance & Management,Finance,100
565,BA (Hons) Finance & Management,Management,100
566,BA (Hons) Finance & Marketing,Finance,100
567,BA (Hons) Finance & Marketing,Marketing,100
568,BA (Hons) Finance & Maths & Statistics,Finance,100
569,BA (Hons) Finance & Maths & Statistics,Statistics,100
570,BA (Hons) Finance and Business (with a professional placement year),Business,100
571,BA (Hons) Finance and Business (with a professional placement year),Finance,100
572,BA (Hons) Geography,Geography,100
573,BA (Hons) Geography and International Development,Geography,100
574,BA (Hons) Geography and Management,Geography,100
575,BA (Hons) Geography and Management,Management,100
576,BA (Hons) Geography and Planning,Geography,100
577,BA (Hons) Geography and Transport Studies,Geography,100
578,BA (Hons) Global Business Management,Business,100
579,BA (Hons) Global Business Management,Global,100
580,BA (Hons) Global Business Management,Management,100
581,BA (Hons) Global Business Management ,Business,100
582,BA (Hons) Global Business Management ,Global,100
583,BA (Hons) Global Business Management ,Management,100
584,BA (Hons) Global Business Management.,Business,100
585,BA (Hons) Global Business Management.,Global,100
586,BA (Hons) Global Business Management.,Management,100
587,BA (Hons) Global Politics and International Relations,Global,100
588,BA (Hons) Global Politics and International Relations,Politics,100
589,BA (Hons) Graphic Design,Design,100
590,BA (Hons) Graphic Design and Animation,Design,100
591,BA (Hons) History,History,100
592,BA (Hons) History ,History,100
